Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,YouTube,Широта,Долгота,2GIS URL
Cainiao,постамат,Постаматы,"Отрадная, 18 к1",,127273,,Отрадное район,Москва,,Москва,Россия,Пн: 07:00-01:00; Вт: 07:00-01:00; Ср: 07:00-01:00; Чт: 07:00-01:00; Пт: 07:00-01:00; Сб: 07:00-01:00; Вс: 07:00-01:00,+03:00,84951621088 (единая справочная: пн-вс 7:00-21:00),88002344899 (единая справочная: пн-вс 7:00-21:00),,http://cainiao.ru,,,,,,55.85499,37.614819,https://2gis.com/firm/70000001053322921
СберМаркет,автоматизированный пункт выдачи,Постаматы,"Люблинская улица, 153",1 этаж,109341,,Марьино район,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,84951206000 (единая справочная - пн-вс 8:00-20:00),88002221100 (единая справочная - пн-вс 5:00-00:00),,http://Sbermarket.ru,,,,https://vk.com/sbermarket_ru,,55.65939,37.741086,https://2gis.com/firm/70000001047739232
Почта России,почтомат,Постаматы,"Селигерская улица, 12 к2",,127474,,Бескудниковский район,Москва,,Москва,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,88002005888 (единая справочная: круглосуточно),88001000000 (единая справочная: круглосуточно),,http://pochta.ru,,,https://twitter.com/ruspostofficial,https://vk.com/russianpost,https://youtube.com/channel/UCLD0z0qgV1mIMt6NzUKQmuA,55.864101,37.55434,https://2gis.com/firm/70000001065501100
PickPoint,постамат,Постаматы,"Сходненская, 25",цокольный этаж,125363,,Южное Тушино район,Москва,,Москва,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,84959843122 (единая справочная: круглосуточно),88007007909 (контакт-центр),84959881230 (единая справочная: круглосуточно),http://pickpoint.ru,,,https://twitter.com/pickpoint_ru,https://vk.com/pickpoint_rus,https://youtube.com/channel/UC3v9nmkVBNuVBVxTySdsoqw,55.845449,37.439126,https://2gis.com/firm/70000001027621596
СберЛогистика,постамат,Постаматы,"Амундсена, 15 к2",,129343,,Свиблово район,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,88001007269 (единый номер: пн-вс 09:00-21:00),,,http://sberlogistics.ru/?utm_source=posto&utm_medium=2gis&utm_campaign=geo&utm_content=click,,,,https://vk.com/sberlogistic,,55.853468,37.653988,https://2gis.com/firm/70000001048958120
СберМаркет,автоматизированный пункт выдачи,Постаматы,"Отрадная, 16",1 этаж; супермаркет Виктория,127273,,Отрадное район,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,84951206000 (единая справочная - пн-вс 8:00-20:00),88002221100 (единая справочная - пн-вс 5:00-00:00),,http://Sbermarket.ru,,,,https://vk.com/sbermarket_ru,,55.855225,37.613917,https://2gis.com/firm/70000001060280553
Qiwi box,постамат,Постаматы,"микрорайон Северное Чертаново, 1а к1",1 этаж,117648,Северное Чертаново м-н,Чертаново Северное район,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,84956265252 (горячая линия: круглосуточно),88007007909 (горячая линия: круглосуточно),84994081107 (горячая линия: круглосуточно),http://pickpoint.ru,,,,https://vk.com/pickpoint_rus,,55.637349,37.597737,https://2gis.com/firm/70000001041324574
Яндекс.Маркет,постамат,Постаматы,"Пролетарский проспект, 19 к3",1 этаж; аптека Доктор Столетов,115522,,Москворечье-Сабурово район,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,84954143000 (единый номер: круглосуточно),84951363796 (единый номер: круглосуточно),,http://clck.ru/sSLPr,http://market.yandex.ru,,https://twitter.com/yandexmarket,https://vk.com/yandex,,55.640573,37.658167,https://2gis.com/firm/70000001050737605
PickPoint,постамат,Постаматы,"Московская, 32",1 этаж,141402,Старые Химки м-н,,Химки,Химки городской округ,Московская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,84959843122 (единая справочная: круглосуточно),88007007909 (контакт-центр),84959881230 (единая справочная: круглосуточно),http://pickpoint.ru,,,https://twitter.com/pickpoint_ru,https://vk.com/pickpoint_rus,https://youtube.com/channel/UC3v9nmkVBNuVBVxTySdsoqw,55.888371,37.443443,https://2gis.com/firm/70000001052509403
PickPoint,постамат,Постаматы,"Озёрная улица, 42",А-5 павильон; 1 этаж,119361,,Очаково-Матвеевское район,Москва,,Москва,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,84959843122 (единая справочная: круглосуточно),88007007909 (контакт-центр),84959881230 (единая справочная: круглосуточно),http://pickpoint.ru,,,https://twitter.com/pickpoint_ru,https://vk.com/pickpoint_rus,https://youtube.com/channel/UC3v9nmkVBNuVBVxTySdsoqw,55.671482,37.446273,https://2gis.com/firm/4504128908631753
PickPoint,постамат,Постаматы,"микрорайон Белая Дача, 19",,140055,Белая Дача м-н,,Котельники,Котельники городской округ,Московская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,84959843122 (единая справочная: круглосуточно),88007007909 (контакт-центр),84959881230 (единая справочная: круглосуточно),http://pickpoint.ru,,,https://twitter.com/pickpoint_ru,https://vk.com/pickpoint_rus,https://youtube.com/channel/UC3v9nmkVBNuVBVxTySdsoqw,55.665561,37.858988,https://2gis.com/firm/70000001046565718
Почта России,почтомат,Постаматы,"Звёздный бульвар, 40",1 этаж; супермаркет Магнит,129075,,Останкинский район,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,88002005888 (единая справочная: круглосуточно),88001000000 (единая справочная: круглосуточно),,http://pochta.ru,,,https://twitter.com/ruspostofficial,https://vk.com/russianpost,https://youtube.com/channel/UCLD0z0qgV1mIMt6NzUKQmuA,55.813181,37.623439,https://2gis.com/firm/70000001052606637
PickPoint,постамат,Постаматы,"Анадырский проезд, 21",,129327,,Лосиноостровский район,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,84959843122 (единая справочная: круглосуточно),88007007909 (контакт-центр),84959881230 (единая справочная: круглосуточно),http://pickpoint.ru,,,https://twitter.com/pickpoint_ru,https://vk.com/pickpoint_rus,https://youtube.com/channel/UC3v9nmkVBNuVBVxTySdsoqw,55.864733,37.684577,https://2gis.com/firm/70000001046167781
СберЛогистика,постамат,Постаматы,"улица Каховка, 23",Сбербанк России,117461,,Зюзино район,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,88001007269 (единый номер: пн-вс 09:00-21:00),,,http://sberlogistics.ru/?utm_source=posto&utm_medium=2gis&utm_campaign=geo&utm_content=click,,,,https://vk.com/sberlogistic,,55.654665,37.574349,https://2gis.com/firm/70000001044698273
Cainiao,постамат,Постаматы,"Братиславская, 3",1 этаж; магазин Бабочка,109451,,Марьино район,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,84951621088 (единая справочная: пн-вс 7:00-21:00),88002344899 (единая справочная: пн-вс 7:00-21:00),,http://cainiao.ru,,,,,,55.66443,37.754189,https://2gis.com/firm/70000001063497955
Яндекс.Маркет,постамат,Постаматы,"Новокосинская улица, 47",,111672,,Новокосино район,Москва,,Москва,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,84954143000 (единый номер: круглосуточно),84951363796 (единый номер: круглосуточно),,http://clck.ru/sSLPr,http://market.yandex.ru,,https://twitter.com/yandexmarket,https://vk.com/yandex,,55.743639,37.87339,https://2gis.com/firm/70000001052026528
5post,постамат,Постаматы,"Есенинский бульвар, 1/26 к1",,109378,,Кузьминки район,Москва,,Москва,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,88005555505 (горячая линия: круглосуточно),88005118800 (горячая линия: круглосуточно),,http://fivepost.ru,,,,https://vk.com/5postru,https://youtube.com/channel/UCSwdGXsMe2Ftay4LUh8L0eQ,55.708043,37.781847,https://2gis.com/firm/70000001063559912
PickPoint,постамат,Постаматы,"Кирова, 9 к5",,140002,,,Люберцы,Люберцы городской округ,Московская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,84959843122 (единая справочная: круглосуточно),88007007909 (контакт-центр),84959881230 (единая справочная: круглосуточно),http://pickpoint.ru,,,https://twitter.com/pickpoint_ru,https://vk.com/pickpoint_rus,https://youtube.com/channel/UC3v9nmkVBNuVBVxTySdsoqw,55.689007,37.868587,https://2gis.com/firm/70000001041397868
Cainiao,постамат,Постаматы,"проспект Вернадского, 41 ст3",2 этаж,119415,,Проспект Вернадского район,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,84951621088 (единая справочная: пн-вс 7:00-21:00),88002344899 (единая справочная: пн-вс 7:00-21:00),,http://cainiao.ru,,,,,,55.67448,37.504967,https://2gis.com/firm/70000001047993473
СберЛогистика,постамат,Постаматы,"проспект Вернадского, 41 ст3",1 этаж,119415,,Проспект Вернадского район,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-17:00,+03:00,88001007269 (единый номер: пн-вс 09:00-21:00),,,http://sberlogistics.ru/?utm_source=posto&utm_medium=2gis&utm_campaign=geo&utm_content=click,,,,https://vk.com/sberlogistic,,55.67448,37.504967,https://2gis.com/firm/70000001047993470
PickPoint,постамат,Постаматы,"улица Верхние Поля, 32 к1",1 этаж,109451,,Марьино район,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,84959843122 (единая справочная: круглосуточно),88007007909 (контакт-центр),84959881230 (единая справочная: круглосуточно),http://pickpoint.ru,,,https://twitter.com/pickpoint_ru,https://vk.com/pickpoint_rus,https://youtube.com/channel/UC3v9nmkVBNuVBVxTySdsoqw,55.667188,37.759789,https://2gis.com/firm/70000001063612664
5post,постамат,Постаматы,"улица Академика Арцимовича, 8",1 этаж,117437,,Коньково район,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,88005555505 (горячая линия: круглосуточно),88005118800 (горячая линия: круглосуточно),,http://fivepost.ru,,,,https://vk.com/5postru,https://youtube.com/channel/UCSwdGXsMe2Ftay4LUh8L0eQ,55.643918,37.510991,https://2gis.com/firm/70000001058729177
PickPoint,постамат,Постаматы,"Братиславская, 8",,109341,,Марьино район,Москва,,Москва,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-18:00; Вс: 10:00-16:00,+03:00,84959843122 (единая справочная: круглосуточно),88007007909 (контакт-центр),84959881230 (единая справочная: круглосуточно),http://pickpoint.ru,,,https://twitter.com/pickpoint_ru,https://vk.com/pickpoint_rus,https://youtube.com/channel/UC3v9nmkVBNuVBVxTySdsoqw,55.662965,37.752346,https://2gis.com/firm/70000001051231312
