,№ - ТОП,№,Адрес,Площадь м2,Год,Этажей,Подьездов,Помещений / Квартир
1147,,21398.0,"проезд. Огородный, д. 21А, к. Б, Москва",1317.0,1952,3,,
1148,,21451.0,"наб. Озерковская, д. 16/2, стр. 1, Москва",841.2,1904,3,,
1149,,21509.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 37, к. 1, Москва",653.0,2016,3,,
1150,,21510.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 37, к. 2, Москва",651.2,2016,3,,
1151,,21511.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 37, к. 3, Москва",655.7,2016,3,1,4
1152,,21513.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 39, к. 1, Москва",1196.9,2016,3,,
1153,,21517.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 41, к. 2, Москва",651.5,2016,3,,
1154,,21518.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 41, к. 1, Москва",1200.9,2016,3,,
1155,,21519.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 41, к. 4, Москва",651.3,2016,3,,
1156,,21520.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 41, к. 3, Москва",653.6,2016,3,,
1157,,21522.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 43, к. 3, Москва",1200.9,2016,3,,
1158,,21523.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 45, к. 2, Москва",541.2,2016,3,,
1159,,21524.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 45, к. 3, Москва",551.8,2016,3,,
1160,,21525.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 45, к. 1, Москва",553.0,2016,3,,
1161,,21526.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 47, к. 1, Москва",656.8,2016,3,,
1162,,21527.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 49, Москва",661.6,2016,3,,
1163,,21528.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 51, Москва",649.9,2016,3,,
1164,,21529.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 53, Москва",651.9,2016,3,,
1165,,21530.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 55, Москва",655.3,2016,3,,
1166,,21531.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 57, Москва",655.3,2016,3,,
1167,,21532.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 59, к. 1, Москва",659.9,2016,3,,
1168,,21533.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 61, к. 1, Москва",661.6,2016,3,,
1169,,21534.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 63, к. 1, Москва",662.1,2016,3,,
1170,,21535.0,"п. Первомайское, д. Ширяево, ул. Озерная, д. 65, к. 1, Москва",654.5,2016,3,,
1171,,21547.0,"ул. Окружная, д. 23, Москва",1094.0,1959,3,,
1173,,21747.0,"ул. Онежская, д. 12, к. 1, Москва",2669.4,1958,3,,
1174,,21925.0,"пер. Оружейный, д. 23, Москва",983.0,1901,3,,
1175,,21981.0,"г. Щербинка, ул. Остафьевская, д. 9, Москва",1876.8,1958,3,,
1176,,21983.0,"г. Щербинка, ул. Остафьевская, д. 13, Москва",1648.8,1959,3,,
1177,,22015.0,"ул. Остоженка, д. 14, стр. 2, Москва",3122.8,1903,3,,
1178,,22024.0,"ул. Остоженка, д. 42/2, Москва",1168.0,1917,3,,
1179,,22533.0,"проезд. Парусный, д. 4, Москва",1563.0,1957,3,,
1180,,22535.0,"проезд. Парусный, д. 6, Москва",1569.0,1958,3,,
1181,,22538.0,"проезд. Парусный, д. 10, Москва",1570.0,1958,3,2,24
1182,,22540.0,"проезд. Парусный, д. 12, Москва",2147.0,1960,3,,
1183,,22595.0,"аллея. 1 Маевки, д. 13, к. 1, Москва",1857.4,1956,3,,
1184,,22657.0,"ул. Первомайская, д. 94А, Москва",894.7,1950,3,,
1185,,22678.0,"пер. Переведеновский, д. 4, стр. 2, Москва",353.4,1917,3,,
1186,,22685.0,"пер. Переведеновский, д. 16, Москва",868.9,1917,3,,
1187,,22686.0,"пер. Переведеновский, д. 16, стр. 4, Москва",312.0,1917,3,,
1188,,22687.0,"пер. Переведеновский, д. 22, Москва",1273.5,1957,3,,
1189,,22755.0,"ул. Перерва, д. 52, к. 1, Москва",2480.0,1995,3,,
1190,,22926.0,"пер. Пестовский, д. 14, Москва",893.0,1956,3,,
1191,,22951.0,"ул. Петра Алексеева, д. 5, Москва",1612.0,1958,3,,
1192,,22971.0,"ул. Петра Романова, д. 18, к. 1, Москва",3743.7,1950,3,,
1193,,22972.0,"ул. Петра Романова, д. 19, Москва",1983.4,1949,3,,
1194,,22984.0,"ул. Петровка, д. 23/10, стр. 1, Москва",675.0,1917,3,,
1195,,22990.0,"ул. Петровка, д. 28, стр. 1, Москва",3073.0,1900,3,,
1196,,22991.0,"ул. Петровка, д. 30/7, Москва",2779.0,1917,3,,
1197,,22993.0,"пер. Петровский, д. 1/30, стр. 2, Москва",1266.0,1900,3,,
1198,,23005.0,"б-р. Петровский, д. 19/2, стр. 2, Москва",1222.0,1917,3,,
1199,,23007.0,"б-р. Петровский, д. 23, Москва",4634.0,2001,3,,
1200,,23105.0,"пер. Печатников, д. 6, Москва",1255.4,1917,3,,
1201,,23106.0,"пер. Печатников, д. 9, Москва",867.4,1955,3,,
1202,,23107.0,"пер. Печатников, д. 10, Москва",1551.4,1917,3,,
1203,,23385.0,"ул. Плющиха, д. 16, стр. 2, Москва",698.0,1917,3,,
1204,,23388.0,"ул. Плющиха, д. 20/2, Москва",1110.0,1996,3,,
1205,,23418.0,"ул. Поварская, д. 29/36, стр. 1, Москва",6008.5,1931,3,,
1206,,23483.0,"пер. Подкопаевский, д. 8/13/5, Москва",969.7,1900,3,,
1207,,23485.0,"пер. Подкопаевский, д. 11, стр. 1, Москва",959.6,1890,3,,
1208,,23486.0,"пер. Подкопаевский, д. 11/11/1, стр. 2, Москва",2973.0,1890,3,,
1209,,23489.0,"ул. Подмосковная, д. 4, Москва",1270.0,1951,3,,
1210,,23491.0,"ул. Подмосковная, д. 6, Москва",2077.9,1956,3,,
1211,,23493.0,"ул. Подмосковная, д. 8, Москва",2073.5,1949,3,2,18
1212,,23495.0,"ул. Подмосковная, д. 10, Москва",1625.6,1949,3,,
1213,,23496.0,"ул. Подмосковная, д. 12, Москва",2046.6,1949,3,,
1214,,23497.0,"ул. Подмосковная, д. 12а, Москва",3429.7,1950,3,,
1215,,23499.0,"ул. Подмосковная, д. 14а, Москва",3102.7,1952,3,,
1216,,23570.0,"ул. Покровка, д. 2/1, стр. 1, Москва",5725.5,1900,3,,
1217,,23572.0,"ул. Покровка, д. 3/7, стр. 1АБГ, Москва",1686.3,1875,3,,
