Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Телефон 1,Телефон 2,Телефон 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,YouTube,Широта,Долгота,2GIS URL,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
Библиотека №119,,Библиотеки; Копировальные услуги,"шоссе Энтузиастов, 20",1 этаж,111024.0,,Лефортово район,Москва,,Москва,Россия,Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-20:00 (санитарный день: последний вт месяца),+03:00,84953622842 (единый номер),,,http://okcuvao.ru/biblioteki/lefortovo/biblioteka-%e2%84%96-119-shosse-entuziastov-d-20/,,,,https://vk.com/lib_uvao_119,,55.750818,37.714825,https://2gis.com/firm/4504127909070404,,,,
Центральная библиотека №21,,Библиотеки,"Космонавта Волкова, 3",1 этаж,125171.0,,Войковский район,Москва,,Москва,Россия,Вт: 12:00-21:00; Ср: 12:00-21:00; Чт: 12:00-21:00; Пт: 12:00-21:00; Сб: 12:00-21:00; Вс: 12:00-20:00 (санитарный день: последний рабочий день месяца),+03:00,84991500703,,,http://www.cbssao.ru,,,,https://vk.com/club65345262,,55.815903,37.50508,https://2gis.com/firm/4504127908427977,,,,
Центральная детская библиотека №46 им. И.З. Сурикова,,Библиотеки,"улица Коптевская, 26 к6",1 этаж,125239.0,,Коптево район,Москва,,Москва,Россия,Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-20:00 (санитарный день: последний рабочий день месяца),+03:00,84957088506,,,http://www.cbssao.ru,,,,https://vk.com/public65345262,https://youtube.com/channel/UCl0xOV9OsaatnS8hNczn30w,55.835367,37.523306,https://2gis.com/firm/4504128908385670,,,,
Библиотека №187,,Библиотеки,"улица Островитянова, 19/22",1 этаж,117437.0,,Коньково район,Москва,,Москва,Россия,Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-20:00 (санитарный день: последняя пт месяца),+03:00,84953358986,,,,,,,,,55.638737,37.51126,https://2gis.com/firm/4504127908782414,,,,
Библиотека №143,,Библиотеки; Детские / подростковые клубы,"Чертановская улица, 41 к3 ст2",,117519.0,,Чертаново Центральное район,Москва,,Москва,Россия,Вт: 12:00-21:00; Ср: 12:00-21:00; Чт: 12:00-21:00; Пт: 12:00-21:00; Сб: 12:00-21:00; Вс: 12:00-20:00 (санитарный день: последняя пт месяца),+03:00,84956824222 (доп.2173),,,http://bibliouao.ru/biblio_143_1,,,,https://vk.com/biblio143,https://youtube.com/UCEngVX9abHfsX2-_bkMZfjw,55.608444,37.595603,https://2gis.com/firm/4504127908447740,,,,
Библиотека №44 им. В.Г. Короленко,г. Москва,Библиотеки; Культурно-досуговые центры для взрослых,"улица Фестивальная, 46 к1",1 этаж,125413.0,,Головинский район,Москва,,Москва,Россия,Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-20:00 (санитарный день: последний рабочий день месяца),+03:00,84954563580 (администрация),84954538105 (единая кафедра обслуживания),,http://cbssao.ru,,,,https://vk.com/korolenko_44,https://youtube.com/c/Korolenko44,55.862494,37.511931,https://2gis.com/firm/4504127908777468,,,,
Центральная детская библиотека №46 им. И.З. Сурикова,,Библиотеки,"Новопетровская улица, 16а",1 этаж,125239.0,,Коптево район,Москва,,Москва,Россия,Вт: 12:00-21:00; Ср: 12:00-21:00; Чт: 12:00-21:00; Пт: 12:00-21:00; Сб: 12:00-21:00; Вс: 12:00-20:00 (санитарный день: последний рабочий день месяца),+03:00,84954509623,,,http://www.cbssao.ru,,,,https://vk.com/public65345262,https://youtube.com/channel/UCl0xOV9OsaatnS8hNczn30w,55.826588,37.523925,https://2gis.com/firm/4504127908434683,,,,
Детская библиотека №153,,Библиотеки,"Задонский проезд, 24 к3",,115682.0,,Зябликово район,Москва,,Москва,Россия,Вт: 12:00-21:00; Ср: 12:00-21:00; Чт: 12:00-21:00; Пт: 12:00-21:00; Сб: 12:00-21:00; Вс: 12:00-20:00 (санитарный день: последняя пт месяца),+03:00,84956824222 (доп.2431),,,http://bibliouao.ru/biblio_153,,,,https://vk.com/biblioteka153,,55.621709,37.753578,https://2gis.com/firm/70000001025862096,,,,
Центральная библиотека №106,Детская библиотека,Библиотеки; Культурно-досуговые центры для взрослых,"Шатурская улица, 49 к1",1 этаж,109428.0,,Рязанский район,Москва,,Москва,Россия,Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-20:00 (санитарный день: последний вторник месяца),+03:00,84991712352,,,http://okcuvao.ru,,,,https://vk.com/lib_uvao_106,,55.726894,37.774244,https://2gis.com/firm/70000001024796442,,,,
Детская библиотека №163,,Библиотеки,"3-й Павловский переулок, 14",1 этаж,115093.0,,Даниловский район,Москва,,Москва,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-20:00 (санитарный день: последняя пт месяца),+03:00,,,,http://n1342.biblioteks.ru,,,,https://vk.com/club93580625,,55.71845,37.630063,https://2gis.com/firm/4504127908447685,,,,
Московский государственный юридический университет им. О.Е. Кутафина,Библиотека,Библиотеки,"Садовая-Кудринская улица, 9 ст1",1 этаж,123242.0,,Пресненский район,Москва,,Москва,Россия,Пн: 10:00-19:45; Вт: 10:00-19:45; Ср: 10:00-19:45; Чт: 10:00-19:45; Пт: 10:00-19:45; Сб: 10:00-16:45,+03:00,84992448413,,,http://www.msal.ru,,,https://twitter.com/as_msal,,,55.761991,37.586261,https://2gis.com/firm/4504583186501801,,,,
Библиотека №3 им. Н.А. Добролюбова,Детский отдел,Библиотеки,"улица Новый Арбат, 30/9",1 этаж,121099.0,,Арбат район,Москва,,Москва,Россия,Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-20:00 (санитарный день: последний вт месяца),+03:00,84956051790,84956057915,,http://www.cbscao.ru,,,,,,55.75285,37.582667,https://2gis.com/firm/4504127908436302,,,,
Библиотека по естественным наукам РАН,Отделение геологической литературы,Библиотеки,"Старомонетный переулок, 35 ст2",,119017.0,,Якиманка район,Москва,,Москва,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-14:00,+03:00,84992308220,,,http://igem.ru,,,,https://vk.com/benran,https://youtube.com/channel/UCWhsETTEC2bdoxyyRYjDgOw,55.737228,37.620224,https://2gis.com/firm/70000001049569001,,,,
Руниверс,электронная библиотека,Библиотеки,"Ленинский проспект, 15а",6 этаж,119071.0,,Донской район,Москва,,Москва,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,84957377632,,,http://www.runivers.ru,,,,https://vk.com/public35690973,,55.721051,37.600856,https://2gis.com/firm/4504127918295118,,,,
Техническая библиотека,Московский метрополитен,Библиотеки,"Пресненская набережная, 4 ст1",-2 этаж,123112.0,,Пресненский район,Москва,,Москва,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+03:00,84993216680,,,,,,,,,55.7486,37.543686,https://2gis.com/firm/70000001024947386,,,,
Научная библиотека,МПГУ,Библиотеки,"улица Краснопрудная, 14 ст1",1 этаж,107140.0,,Красносельский район,Москва,,Москва,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+03:00,84992642723,,,,,,,,,55.777027,37.662623,https://2gis.com/firm/70000001028095420,,,,
Синодальная библиотека Московского Патриархата имени Святейшего Патриарха Алексия II,,Библиотеки,"Андреевская набережная, 2 ст5",2 этаж,119334.0,,Гагаринский район,Москва,,Москва,Россия,Пн: 10:00-18:30; Вт: 10:00-18:30; Ср: 10:00-18:30; Чт: 10:00-18:30; Пт: 10:00-18:30,+03:00,84991357128,,,http://biblsinod.ru,,,,,,55.7116,37.573422,https://2gis.com/firm/70000001061949362,,,,
Библиотека,Храм Святого Пророка Божия Илии,Библиотеки,"2-й Обыденский переулок, 8/8",3 этаж,119034.0,,Хамовники район,Москва,,Москва,Россия,Пн: 10:00-17:00; Сб: 10:00-17:00; Вс: 09:00-14:00,+03:00,89162924420,,,http://hram-ostozhenka.ru,,,,,,55.742341,37.603356,https://2gis.com/firm/70000001033999891,,,,
Христианская библиотека,,Библиотеки,"Дербеневская, 14 к3",центр Встреча,115114.0,,Даниловский район,Москва,,Москва,Россия,"Вт: 16:00-21:00; Пт: 16:00-21:00 (по предварительной записи: вт, пт)",+03:00,84992351150,,,http://vstrecha-center.ru/library,,,,,,55.723373,37.648498,https://2gis.com/firm/70000001045738159,,,,
Центр изучения чешского языка,Посольство Чешской Республики в г. Москве,Культурно-досуговые центры для взрослых; Языковые школы; Помощь в обучении; Библиотеки; Детские / подростковые клубы,"4-я Тверская-Ямская улица, 33-39",,125047.0,,Тверской район,Москва,,Москва,Россия,Пн: 10:00-16:00; Вт: 10:00-16:00; Ср: 10:00-16:00; Чт: 10:00-16:00; Пт: 10:00-16:00 (по предварительной записи: пн-пт),+03:00,89161481693,,,http://czechstudycenter.ru,,,,,,55.773969,37.59415,https://2gis.com/firm/70000001033454509,,,,
Приходская библиотека,Храм Иконы Божией Матери Знамение в Переяславской Слободе с Крестильным Храмом Священномученика Александра Хотовицкого,Библиотеки,"2-й Крестовский переулок, 17 ст5",,129110.0,,Мещанский район,Москва,,Москва,Россия,Вс: 12:00-17:00,+03:00,84956846675,,,,,,,,,55.791857,37.639628,https://2gis.com/firm/70000001051455071,,,,
Приходская библиотека,,Библиотеки,"3-й Кадашёвский переулок, 3 ст6",,115035.0,,Якиманка район,Москва,,Москва,Россия,Пн: 12:00-16:00; Вт: 12:00-16:00; Ср: 12:00-16:00; Чт: 12:00-16:00; Пт: 12:00-16:00; Сб: 11:00-17:30; Вс: 12:00-16:00,+03:00,,,,,,,,,,55.741723,37.624287,https://2gis.com/firm/70000001055651005,,,,
Читальный зал государственного архива РФ,Читальный зал №1,Библиотеки,"улица Большая Пироговская, 17",,119435.0,,Хамовники район,Москва,,Москва,Россия,Пн: 12:00-20:00; Вт: 10:00-17:00; Ср: 12:00-20:00; Чт: 10:00-17:00; Пт: 10:00-16:00,+03:00,84955808861,,,,,,,,,55.733495,37.575457,https://2gis.com/firm/70000001061784622,,,,
Научно-справочная библиотека музеев Московского Кремля,,Библиотеки,"Кремль, 1ж",,109012.0,,Тверской район,Москва,,Москва,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-16:00,+03:00,84956953998,,,http://kreml.ru,,,,,,55.7507,37.618202,https://2gis.com/firm/70000001064690510,,,,
Библиотека №190,,Библиотеки,"Профсоюзная улица, 115 к1",,117647.0,,Коньково район,Москва,,Москва,Россия,Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-20:00 (санитарный день: последняя пт месяца),+03:00,84954200500 (единый номер),84954290555 (единый номер),,http://cbsuzao.ru,,,,https://vk.com/cbs.uzao,,55.630812,37.519147,https://2gis.com/firm/4504127908782439,,,,
Библиотека №79 им. Б.А. Лавренёва,,Библиотеки,"Средняя Первомайская улица, 38/7",1 этаж,105077.0,,Восточное Измайлово район,Москва,,Москва,Россия,Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-20:00 (санитарный день: последний чт месяца),+03:00,84954654446,84959657437,,http://www.cbs-izmailovo.ru,,,,,,55.794834,37.812348,https://2gis.com/firm/4504127908483044,,,,
Центральная библиотека №52,,Библиотеки,"Коненкова, 23",1 этаж,127560.0,,Бибирево район,Москва,,Москва,Россия,Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-20:00 (санитарный день: последний чт месяца),+03:00,84992079473,84992079455,,http://bibliosvao.ru,,,,https://vk.com/centralsvao52,https://youtube.com/channel/UC6T9U72SW3_JX3mC1Hp87Lg/videos,55.89433,37.610956,https://2gis.com/firm/4504127908769674,,,,
